Process,Periodicity,Status_Today,Status_Legend,Remarks,SourceFile
Recepción de ficheros de AC_RV,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Reconciliation_Job,Monthly,OK,nan,72 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
AutomaticDashboard,Monthly,OK,nan,671 dashboards,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Depositary Fees Calculation,Monthly,PDTE,nan,125  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Management Fees Calculation,Monthly,PDTE,nan,153 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Success Fees Calculation,Monthly,PDTE,nan,157  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Ratios Job,Monthly,PDTE,nan,74 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Sections Job,Monthly,PDTE,nan,54 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Investment Policy Job Default,Monthly,OK,nan,54 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Non Derivative Price Control Process,Daily,PDTE,nan,664,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Derivative Price Control Process,Daily,PDTE,nan,664,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Fees Reconciliation Job,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
FX Rate Migration,Daily,PDTE,nan,305,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Migration_Common_To_Compliance Tradable Assets,Daily,PDTE,nan,N° of TA in MegaCommon D-1:106 N° of TA in MegaCompliance D-1:108,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Migration_Common_To_Compliance Contractual Client,Daily,PDTE,nan,N° of clients in MegaCommon D-1: 0 N° of clients in MegaCompliance D-1:0,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Daily Contractos WA was executed,Daily,PDTE,nan,544  lines impacted,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Main Entity (0038) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Main Entity (ALL) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Nodes,Weekly(Monday),OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
MegaBroker Data,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
!,nan,nan,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21012025.xlsx
Recepción de ficheros de RF,Daily,OK,OK,Number of lines received: 11099,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Recepción de ficheros de RV,Daily,OK,KO,Number of lines received: 15171,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Recepción de ficheros de Opderivados,Daily,OK,KR,Number of lines received: 92,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Recepción de ficheros de Prderivados,Daily,OK,PDTE,Number of lines received: 2134,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Recepción de ficheros de AC_RF,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Recepción de ficheros de AC_RV,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Reconciliation_Job,Monthly,OK,nan,109 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
AutomaticDashboard,Monthly,OK,nan,673 dashboards,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Depositary Fees Calculation,Monthly,OK,nan,121 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Management Fees Calculation,Monthly,OK,nan,119 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Success Fees Calculation,Monthly,OK,nan,56 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Ratios Job,Monthly,OK,nan,163 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Sections Job,Monthly,OK,nan,1 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Investment Policy Job Default,Monthly,OK,nan,94 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Non Derivative Price Control Process,Daily,OK,nan,251,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Derivative Price Control Process,Daily,OK,nan,31,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Fees Reconciliation Job,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
FX Rate Migration,Daily,OK,nan,305,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Migration_Common_To_Compliance Tradable Assets,Daily,PDTE,nan,N° of TA in MegaCommon D-1:65 N° of TA in MegaCompliance D-1:92,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Migration_Common_To_Compliance Contractual Client,Daily,PDTE,nan,N° of clients in MegaCommon D-1: 0 N° of clients in MegaCompliance D-1:0,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Daily Contractos WA was executed,Daily,PDTE,nan,817  lines impacted,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Main Entity (0038) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Main Entity (ALL) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Nodes,Weekly(Monday),OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
MegaBroker Data,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
!,nan,nan,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21022025.xlsx
Recepción de ficheros de RF,Daily,OK,OK,Number of lines received: 11294,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Recepción de ficheros de RV,Daily,OK,KO,Number of lines received: 15460,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Recepción de ficheros de Opderivados,Daily,OK,KR,Number of lines received: 338,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Recepción de ficheros de Prderivados,Daily,OK,PDTE,Number of lines received: 770,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Recepción de ficheros de AC_RF,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Recepción de ficheros de AC_RV,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Reconciliation_Job,Monthly,OK,nan,18 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
AutomaticDashboard,Monthly,OK,nan,688 dashboards,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Depositary Fees Calculation,Monthly,OK,nan,1 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Management Fees Calculation,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Success Fees Calculation,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Ratios Job,Monthly,OK,nan,79 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Sections Job,Monthly,OK,nan,0  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Investment Policy Job Default,Monthly,OK,nan,9 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Non Derivative Price Control Process,Daily,OK,nan,681,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Derivative Price Control Process,Daily,OK,nan,681,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Fees Reconciliation Job,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
FX Rate Migration,Daily,PDTE,nan,305,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Migration_Common_To_Compliance Tradable Assets,Daily,PDTE,nan,N° of TA in MegaCommon D-1:62 N° of TA in MegaCompliance D-1:551,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Migration_Common_To_Compliance Contractual Client,Daily,PDTE,nan,N° of clients in MegaCommon D-1: 0 N° of clients in MegaCompliance D-1:0,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Daily Contractos WA was executed,Daily,PDTE,nan,750  lines impacted,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Main Entity (0038) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Main Entity (ALL) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Nodes,Weekly(Monday),OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
MegaBroker Data,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
!,nan,nan,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -21032025.xlsx
Recepción de ficheros de RF,Daily,OK,OK,Number of lines received: 10788,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Recepción de ficheros de RV,Daily,OK,KO,Number of lines received: 5243,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Recepción de ficheros de Opderivados,Daily,OK,KR,Number of lines received: 138,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Recepción de ficheros de Prderivados,Daily,OK,PDTE,Number of lines received: 1755,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Recepción de ficheros de AC_RF,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Recepción de ficheros de AC_RV,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Reconciliation_Job,Monthly,OK,nan,30 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
AutomaticDashboard,Monthly,OK,nan,671 dashboards,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Depositary Fees Calculation,Monthly,PDTE,nan,39  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Management Fees Calculation,Monthly,PDTE,nan,9 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Success Fees Calculation,Monthly,PDTE,nan,5  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Ratios Job,Monthly,PDTE,nan,124 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Sections Job,Monthly,PDTE,nan,5 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Investment Policy Job Default,Monthly,OK,nan,5 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Non Derivative Price Control Process,Daily,PDTE,nan,169,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Derivative Price Control Process,Daily,PDTE,nan,10,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Fees Reconciliation Job,Monthly,OK,nan,0 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
FX Rate Migration,Daily,PDTE,nan,305,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Migration_Common_To_Compliance Tradable Assets,Daily,PDTE,nan,N° of TA in MegaCommon D-1:58 N° of TA in MegaCompliance D-1:163,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Migration_Common_To_Compliance Contractual Client,Daily,PDTE,nan,N° of clients in MegaCommon D-1: 0 N° of clients in MegaCompliance D-1:0,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Daily Contractos WA was executed,Daily,PDTE,nan,715  lines impacted,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Main Entity (0038) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Main Entity (ALL) business date was updated,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Nodes,Weekly(Monday),OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
MegaBroker Data,Daily,OK,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
!,nan,nan,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -22012025.xlsx
Recepción de ficheros de RF,Daily,OK,OK,Number of lines received: 10800,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
Recepción de ficheros de RV,Daily,OK,KO,Number of lines received: 5243,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
Recepción de ficheros de Opderivados,Daily,OK,KR,Number of lines received: 203,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
Recepción de ficheros de Prderivados,Daily,OK,PDTE,Number of lines received: 1812,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
Recepción de ficheros de AC_RF,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
Recepción de ficheros de AC_RV,Daily,PDTE,nan,nan,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
Reconciliation_Job,Monthly,OK,nan,1 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
AutomaticDashboard,Monthly,OK,nan,671 dashboards,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
Depositary Fees Calculation,Monthly,PDTE,nan,1  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
Management Fees Calculation,Monthly,PDTE,nan,1  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
Success Fees Calculation,Monthly,PDTE,nan,1  eligible,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
Ratios Job,Monthly,PDTE,nan,75 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
Sections Job,Monthly,PDTE,nan,1 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
Investment Policy Job Default,Monthly,OK,nan,1 eligible,Control de ejecución de WA y procesos diarios - Megacompliance -23012025.xlsx
